"sku","fnsku","asin","product-name","product-group","brand","fulfilled-by","your-price","sales-price","longest-side","median-side","shortest-side","length-and-girth","unit-of-dimension","item-package-weight","unit-of-weight","product-size-tier","currency","estimated-fee-total","estimated-referral-fee-per-unit","estimated-variable-closing-fee","estimated-order-handling-fee-per-order","estimated-pick-pack-fee-per-unit","estimated-weight-handling-fee-per-unit","expected-fulfillment-fee-per-unit"
"PL-PP-CHC-LBBK","X0020SNVXJ","B07MWJP679","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Light Blue & Black","Sports","Play Platoon","Amazon","16.99","16.99","10.08","9.76","4.09","37.78","inches","7.41","pounds","UsLargeStandardSize","USD","9.73","2.55","0.00","--","--","--","7.18"
"PL-PP-CHC-RENB","X0020SNKJ9","B07MWJKQHJ","Play Platoon Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","51.27","51.27","32.7","20.6","8.1","90.1","centimeters","3438.0","grams","Standard","CAD","23.44","7.69","0.00","--","--","--","15.75"
"PL-PP-CHC-RENB","X0020SNKJ9","B07MWJKQHJ","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Red & Navy Blue","Sports","Play Platoon","Amazon","18.49","18.49","12.87","8.11","3.19","35.47","inches","7.58","pounds","UsLargeStandardSize","USD","9.95","2.77","0.00","--","--","--","7.18"
"PL-PP-CHC-BLYE","X0020SNK85","B07MWJML2K","Play Platoon Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","45.11","45.11","32.9","9.3","7.5","66.5","centimeters","3422.99","grams","Standard","CAD","22.52","6.77","0.00","--","--","--","15.75"
"PL-PP-CHC-BLYE","X0020SNK85","B07MWJML2K","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Yellow","Sports","Play Platoon","Amazon","19.49","19.49","12.95","3.66","2.95","26.18","inches","7.55","pounds","UsLargeStandardSize","USD","10.10","2.92","0.00","--","--","--","7.18"
"PL-PP-CH-BGGD","X0020SNDEL","B07MWWVRTB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Gold","Sports","Play Platoon","Amazon","48.97","48.97","29.9","7.5","5.8","56.5","centimeters","3423.99","grams","Standard","CAD","23.10","7.35","0.00","--","--","--","15.75"
"PL-PP-CH-BGGD","X0020SNDEL","B07MWWVRTB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Gold","Sports","Play Platoon","Amazon","22.99","22.99","11.77","2.95","2.28","22.24","inches","7.55","pounds","UsLargeStandardSize","USD","10.63","3.45","0.00","--","--","--","7.18"
"PL-PP-CH-PUYE","X0020SMUCR","B07MWJGXPT","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Purple & Yellow","Sports","Play Platoon","Amazon","46.72","46.72","26.5","20.7","6.6","81.1","centimeters","3414.01","grams","Standard","CAD","22.76","7.01","0.00","--","--","--","15.75"
"PL-PP-CH-PUYE","X0020SMUCR","B07MWJGXPT","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Purple & Yellow","Sports","Play Platoon","Amazon","15.95","15.95","10.43","8.15","2.6","31.93","inches","7.53","pounds","UsLargeStandardSize","USD","9.57","2.39","0.00","--","--","--","7.18"
"PL-PP-CHC-GNGY","X0020SMUC7","B07MWJZYKP","Play Platoon Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","48.35","48.35","32.0","30.48","10.41","113.79","centimeters","3424.99","grams","Standard","CAD","23.00","7.25","0.00","--","--","--","15.75"
"PL-PP-CHC-GNGY","X0020SMUC7","B07MWJZYKP","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Bright Green & Gray","Sports","Play Platoon","Amazon","18.99","18.99","12.6","12.0","4.1","44.8","inches","7.55","pounds","UsLargeStandardSize","USD","10.03","2.85","0.00","--","--","--","7.18"
"PL-PP-CH-GDBK","X0020SMTOV","B07MWJ6JN2","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Gold & Black","Sports","Play Platoon","Amazon","46.86","46.86","29.79","29.11","9.3","106.6","centimeters","3528.99","grams","Standard","CAD","23.58","7.03","0.00","--","--","--","16.55"
"PL-PP-CH-GDBK","X0020SMTOV","B07MWJ6JN2","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Gold & Black","Biss","Play Platoon","Amazon","19.95","19.95","11.73","11.46","3.66","41.97","inches","7.78","pounds","UsLargeStandardSize","USD","9.57","2.39","0.00","--","--","--","7.18"
"PL-PP-CH-BGYE","X0020SHRC5","B07MWJ81VD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Yellow","Sports","Play Platoon","Amazon","45.30","45.30","35.4","7.5","6.7","63.8","centimeters","3451.02","grams","Standard","CAD","22.55","6.80","0.00","--","--","--","15.75"
"PL-PP-CH-BGYE","X0020SHRC5","B07MWJ81VD","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Yellow","Sports","Play Platoon","Amazon","16.99","16.99","13.94","2.95","2.64","25.12","inches","7.61","pounds","UsLargeStandardSize","USD","9.73","2.55","0.00","--","--","--","7.18"
"PL-PP-CH-LBGY","X0020SHP4P","B07MWGRNYG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Light Blue & Gray","Sports","Play Platoon","Amazon","45.29","45.29","28.19","20.83","7.11","84.07","centimeters","3446.98","grams","Standard","CAD","22.54","6.79","0.00","--","--","--","15.75"
"PL-PP-CH-LBGY","X0020SHP4P","B07MWGRNYG","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Light Blue & Gray","Biss","Play Platoon","Amazon","19.95","19.95","11.1","8.2","2.8","33.1","inches","7.6","pounds","UsLargeStandardSize","USD","9.57","2.39","0.00","--","--","--","7.18"
"PL-PP-CHC-BLBK","X0020SHP4F","B087YWC5QJ","Corn Filled Cornhole Bags - Set of 8 Improved Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Black","Sports","Play Platoon","Amazon","47.77","47.77","29.9","9.0","7.5","62.9","centimeters","3438.0","grams","Standard","CAD","22.92","7.17","0.00","--","--","--","15.75"
"PL-PP-CHC-BLBK","X0020SHP4F","B087YWC5QJ","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Black…","Sports","Play Platoon","Amazon","18.49","18.49","11.77","3.54","2.95","24.76","inches","7.58","pounds","UsLargeStandardSize","USD","9.95","2.77","0.00","--","--","--","7.18"
"PL-PP-CH-LBBK","X0020SGHYJ","B07MWGNHLP","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Light Blue & Black","Sports","Play Platoon","Amazon","16.95","16.95","11.5","9.61","2.76","36.24","inches","7.58","pounds","UsLargeStandardSize","USD","9.72","2.54","0.00","--","--","--","7.18"
"PL-PP-CH-NBGD","X0020SEO67","B07MWHQ3FB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Navy Blue & Gold","Sports","Play Platoon","Amazon","48.98","48.98","25.1","21.6","6.1","80.5","centimeters","3427.98","grams","Standard","CAD","23.10","7.35","0.00","--","--","--","15.75"
"PL-PP-CH-NBGD","X0020SEO67","B07MWHQ3FB","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Navy Blue & Gold","Sports","Play Platoon","Amazon","18.95","18.95","9.88","8.5","2.4","31.69","inches","7.56","pounds","UsLargeStandardSize","USD","10.02","2.84","0.00","--","--","--","7.18"
"PL-PP-CHC-BLGY","X0020SEKR5","B07MWK3KRW","Play Platoon Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","48.57","48.57","29.0","9.4","7.5","62.8","centimeters","3418.0","grams","Standard","CAD","23.04","7.29","0.00","--","--","--","15.75"
"PL-PP-CHC-BLGY","X0020SEKR5","B07MWK3KRW","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Blue & Gray","Sports","Play Platoon","Amazon","31.71","31.71","11.42","3.7","2.95","24.72","inches","7.54","pounds","UsLargeStandardSize","USD","11.94","4.76","0.00","--","--","--","7.18"
"PL-PP-CHC-BGNB","X0020SEKQL","B07MWGXYBG","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Burgundy & Navy Blue","Sports","Play Platoon","Amazon","18.99","18.99","11.0","11.0","3.25","39.5","inches","7.5","pounds","UsLargeStandardSize","USD","10.03","2.85","0.00","--","--","--","7.18"
"PL-PP-CH-GNBK","X0020SEF57","B07MWKKFWW","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Green & Black","Sports","Play Platoon","Amazon","38.27","38.27","31.5","26.8","6.1","97.28","centimeters","3570.0","grams","Standard","CAD","22.29","5.74","0.00","--","--","--","16.55"
"PL-PP-CH-GNBK","X0020SEF57","B07MWKKFWW","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Green & Black","Sports","Play Platoon","Amazon","17.95","17.95","12.4","10.55","2.4","38.3","inches","7.87","pounds","UsLargeStandardSize","USD","9.87","2.69","0.00","--","--","--","7.18"
"PL-PP-CHC-GDBK","X0020SEF43","B07MWJGPFB","Play Platoon Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Black & Gold","Sports","Play","Amazon","47.56","44.94","27.5","9.9","7.5","62.3","centimeters","3422.99","grams","Standard","CAD","22.49","6.74","0.00","--","--","--","15.75"
"PL-PP-CHC-GDBK","X0020SEF43","B07MWJGPFB","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Black & Gold","Sports","Play Platoon","Amazon","20.99","20.99","10.83","3.9","2.95","24.53","inches","7.55","pounds","UsLargeStandardSize","USD","10.33","3.15","0.00","--","--","--","7.18"
"PL-PP-CH-BGNB","X0020SE99J","B07MWJ9ZZL","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Navy Blue","Sports","Play Platoon","Amazon","37.85","37.85","25.8","8.6","7.5","58.0","centimeters","3441.0","grams","Standard","CAD","21.43","5.68","0.00","--","--","--","15.75"
"PL-PP-CH-BGNB","X0020SE99J","B07MWJ9ZZL","Weather Resistant Cornhole Bean Bags Set of 8 - Regulation Size & Weight - Burgundy & Navy Blue","Sports","Play Platoon","Amazon","17.49","17.49","10.16","3.39","2.95","22.83","inches","7.59","pounds","UsLargeStandardSize","USD","9.80","2.62","0.00","--","--","--","7.18"
"PL-PP-CHC-ORBL","X0020SE98F","B07MWKL1N9","Play Platoon Corn Filled Cornhole Bags - Set of 8 Duck Cloth Bean Bags for Corn Hole Game - Regulation Size & Weight","Sports","""""""""""""","Amazon","47.07","48.85","30.1","9.3","7.5","63.7","centimeters","3420.0","grams","Standard","CAD","23.08","7.33","0.00","--","--","--","15.75"
"PL-PP-CHC-ORBL","X0020SE98F","B07MWKL1N9","Corn Filled Cornhole Bags - Set of 8 Bean Bags for Corn Hole Game - Regulation Size & Weight - Orange & Blue","Sports","Play Platoon","Amazon","17.99","17.99","11.85","3.66","2.95","25.08","inches","7.54","pounds","UsLargeStandardSize","USD","9.88","2.70","0.00","--","--","--","7.18"
"PL-IFC-103Y25-PK2","X0020Q3D3J","B07MTPPL83","2 Pack of 25 Foot Lighted Outdoor Extension Cord - 10/3 SJTW Yellow 10 Gauge Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","Home Improvement","Iron Forge Cable","Amazon","76.65","76.65","15.0","7.0","4.0","37.0","inches","12.35","pounds","UsLargeStandardSize","USD","20.18","11.50","0.00","--","--","--","8.68"
"PL-IFC-163B08-PK2","X0020Q2K2T","B07MTN3BKT","2 Pack of 8 Ft Outdoor Extension Cords - 16/3 Durable Black Extension Cord Pack","Home Improvement","Iron Forge Cable","Amazon","17.54","17.54","7.9","4.0","2.0","19.9","inches","1.4","pounds","UsLargeStandardSize","USD","7.58","2.63","0.00","--","--","--","4.95"
"PL-IFC-123Y25-PK2","X0020Q2K2J","B07MTPKX4X","2 Pack of 25 Foot Outdoor Extension Cords - 12/3 SJTW Heavy Duty Lighted Yellow Extension Cable with 3 Prong Grounded Plug for Safety - Great for Garden and Major Appliances","Home Improvement","Iron Forge Cable","Amazon","66.99","66.99","14.3","7.1","4.7","37.9","inches","7.55","pounds","UsLargeStandardSize","USD","17.23","10.05","0.00","--","--","--","7.18"
"PL-IFC-163B15P3-PK2","X0020Q1UC5","B07MTQ9MFM","2 Pack of 15 Ft Extension Cords with 3 Electrical Power Outlets - 16/3 Durable Black Extension Cord Pack","Home Improvement","Iron Forge Cable","Amazon","20.29","20.29","14.8","3.9","1.7","26.0","inches","2.25","pounds","UsLargeStandardSize","USD","8.72","3.04","0.00","--","--","--","5.68"
"PL-IFC-163B50-PK2","X0020Q0GMP","B07MTP9LB3","2 Pack of 50 Ft Black Extension Cord - 16/3 Durable Electrical Cable Pack","Home Improvement","Iron Forge Cable","Amazon","36.50","36.50","9.96","9.84","5.04","39.72","inches","8.09","pounds","UsLargeStandardSize","USD","12.96","5.48","0.00","--","--","--","7.48"
"PL-IFC-163B10P3-PK2","X0020Q0GLV","B07MTP2S6G","2 Pack of 10 Ft Extension Cords with 3 Electrical Power Outlets - 16/3 Durable Black Extension Cord Pack","Home Improvement","Iron Forge Cable","Amazon","18.30","18.30","12.1","3.2","2.0","22.5","inches","1.71","pounds","UsLargeStandardSize","USD","7.70","2.75","0.00","--","--","--","4.95"
"PL-IFC-162W15P3F-PK2","X0020PYK23","B07MTP8GMQ","2 Pack of 15 Ft Extension Cord with Foot Switch and 3 Electrical Power Outlet - 16/2 Durable White Foot Tap Extension Cord Pack","Home Improvement","Iron Forge Cable","Amazon","13.03","13.03","11.0","3.9","2.4","23.6","inches","1.2","pounds","UsLargeStandardSize","USD","6.90","1.95","0.00","--","--","--","4.95"
"PL-PP-DICE-RWB-6PK","X0020IT2VJ","B07MSDHBPD","Lawn Dice with Scoreboard - Giant Red White & Blue Wooden Yard Dice Outdoor Game","Toys","Play","Amazon","52.27","52.27","28.45","21.84","10.67","93.47","centimeters","2132.02","grams","Standard","CAD","21.19","7.84","0.00","--","--","--","13.35"
"PL-PP-DICE-RWB-6PK","X0020IT2VJ","B07MSDHBPD","Lawn Dice with Scoreboard - Giant Red White & Blue Wooden Yard Dice Outdoor Game","Toys","Play Platoon","Amazon","23.59","23.59","11.2","8.6","4.2","36.8","inches","4.7","pounds","UsLargeStandardSize","USD","9.82","3.54","0.00","--","--","--","6.28"
"PL-IL-WP11X15-WHT-2PK","X0020BHQ73","B07M65H5N2","Window Frame Wall Decor 2 Pack - Rustic White Wood Window Pane Country Farmhouse Decorations","Home","Ilyapa","Amazon","42.85","42.85","38.63","29.31","5.72","108.69","centimeters","1110.98","grams","Standard","CAD","18.98","6.43","0.00","--","--","--","12.55"
"PL-IL-WP11X15-WHT-2PK","X0020BHQ73","B07M65H5N2","Ilyapa Window Frame Wall Decor 2 Pack - Rustic White Wood Window Pane Country Farmhouse Decorations","Home","Ilyapa","Amazon","19.99","19.99","15.21","11.54","2.25","42.79","inches","2.45","pounds","UsLargeStandardSize","USD","8.68","3.00","0.00","--","--","--","5.68"
"PL-IL-CRH-16WHT","X002095H7L","B07MKPJM64","Wall Mounted Coat Rack - Rustic Wooden 4 Hook Coat Hanger Rail, White Distressed Wood, Black Metal Hooks","Office Products","Ilyapa","Amazon","30.40","30.40","41.15","16.76","10.92","96.52","centimeters","1247.02","grams","Standard","CAD","17.11","4.56","0.00","--","--","--","12.55"
"PL-IL-CRH-16WHT","X002095H7L","B07MKPJM64","Ilyapa White Coat Rack Wall Mount - Wood Wall Mount Coat Rack with Hooks, 4 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","Office Products","Ilyapa","Amazon","14.78","14.78","16.2","6.6","4.3","38.0","inches","2.75","pounds","UsLargeStandardSize","USD","8.20","2.22","0.00","--","--","--","5.98"
"PL-IL-CRH-24CHR","X00206VIRR","B07MDHMMT8","Wall Mounted Coat Rack - Rustic Wooden 5 Hook Coat Hanger Rail, Distressed Wood, Antique Brass Hooks","Office Products","Ilyapa","Amazon","55.39","55.39","60.96","17.78","10.16","116.84","centimeters","997.99","grams","Oversize","CAD","29.34","8.31","0.00","--","--","--","21.03"
"PL-IL-CRH-24CHR","X00206VIRR","B07MDHMMT8","Ilyapa Barnwood Coat Rack Wall Mount - Wood Wall Mount Coat Rack with Hooks, 5 Metal Hooks - Perfect for Hats, Coats, Kitchen, Bedroom - Barnwood","Office Products","Ilyapa","Amazon","23.99","23.99","24.0","7.0","4.0","46.0","inches","2.2","pounds","UsSmallOversize","USD","13.78","3.60","0.00","--","--","--","10.18"
"PL-IL-CRH-27WHT","X00206VILX","B07MNWJM6K","Wall Mounted Coat Rack - Rustic Wooden 5 Hook Coat Hanger Rail, White Distressed Wood, Black Metal Hooks","Office Products","Ilyapa","Amazon","62.18","62.18","68.58","17.15","10.41","123.7","centimeters","1179.02","grams","Oversize","CAD","31.16","9.33","0.00","--","--","--","21.83"
"PL-IL-CRH-27WHT","X00206VILX","B07MNWJM6K","Ilyapa White Coat Rack Wall Mount - Wood Wall Mount Coat Rack with Hooks, 6 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","Office Products","Ilyapa","Amazon","39.99","39.99","27.0","6.75","4.1","48.7","inches","2.6","pounds","UsSmallOversize","USD","16.56","6.00","0.00","--","--","--","10.56"
"PL-IL-CRH-24WHT","X00206VILN","B07MKPJP7J","Wall Mounted Coat Rack - Rustic Wooden 5 Hook Coat Hanger Rail, White Distressed Wood, Black Metal Hooks","Office Products","Ilyapa","Amazon","55.79","55.79","60.96","16.76","11.18","116.84","centimeters","1065.99","grams","Oversize","CAD","30.20","8.37","0.00","--","--","--","21.83"
"PL-IL-CRH-24WHT","X00206VILN","B07MKPJP7J","Ilyapa White Coat Rack Wall Mount - Wood Wall Mount Coat Rack with Hooks, 5 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Weathered White","Office Products","Ilyapa","Amazon","27.99","27.99","24.0","6.6","4.4","46.0","inches","2.35","pounds","UsSmallOversize","USD","14.76","4.20","0.00","--","--","--","10.56"
"PL-IL-CRH-16CHR","X00204I92B","B07M9WN18N","Wall Mounted Coat Rack - Rustic Wooden 4 Hook Coat Hanger Rail, Distressed Wood, Antique Brass Hooks","Office Products","Ilyapa","Amazon","36.52","36.52","40.89","17.02","10.92","96.77","centimeters","794.01","grams","Standard","CAD","18.03","5.48","0.00","--","--","--","12.55"
"PL-IL-CRH-16CHR","X00204I92B","B07M9WN18N","Ilyapa Barnwood Coat Rack Wall Mount - Wood Wall Mount Coat Rack with Hooks, 4 Metal Hooks - for Hats, Coats, Kitchen, Bedroom, and More - Barnwood","Office Products","Ilyapa","Amazon","12.99","12.99","16.1","6.7","4.3","38.1","inches","1.75","pounds","UsLargeStandardSize","USD","7.93","1.95","0.00","--","--","--","5.98"
"PL-IFC-LV122B100","X00203C2U7","B07LHDVQBR","12 Gauge Low Voltage Wire - 100 Ft 12/2 Black Electrical Wire Cable for Outdoor Use","Home Improvement","Iron Forge Cable","Amazon","76.11","76.11","30.81","13.79","8.2","74.8","centimeters","2744.01","grams","Standard","CAD","26.37","11.42","0.00","--","--","--","14.95"
"PL-IFC-LV122B100","X00203C2U7","B07LHDVQBR","12/2 Low Voltage Landscape Wire - 100ft Outdoor Low-Voltage Cable for Landscape Lighting, Black","Home Improvement","Iron Forge Cable","Amazon","47.61","47.61","12.13","5.43","3.23","29.45","inches","6.05","pounds","UsLargeStandardSize","USD","14.02","7.14","0.00","--","--","--","6.88"
"PL-IL-WP11X15-CHR-2PK","X002011EZD","B07M65H75B","Window Frame Wall Decor 2 Pack - Rustic Wood Window Pane Country Farmhouse Decorations","Home","Ilyapa","Amazon","36.20","36.20","38.86","28.96","5.59","107.95","centimeters","997.99","grams","Standard","CAD","17.98","5.43","0.00","--","--","--","12.55"
"PL-IL-WP11X15-CHR-2PK","X002011EZD","B07M65H75B","Ilyapa Window Frame Wall Decor 2 Pack - Rustic Wood Window Pane Country Farmhouse Decorations","Home","Ilyapa","Amazon","17.99","17.99","15.3","11.4","2.2","42.5","inches","2.2","pounds","UsLargeStandardSize","USD","8.38","2.70","0.00","--","--","--","5.68"
"PL-PP-CH-BLGY","X001ZJ3NEB","B07LGD61Z3","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Blue & Gray","Sports","Play Platoon","Amazon","47.59","47.59","27.43","22.35","4.57","81.28","centimeters","3469.98","grams","Standard","CAD","22.89","7.14","0.00","--","--","--","15.75"
"PL-PP-CH-BLGY","X001ZJ3NEB","B07LGD61Z3","Weather Resistant Cornhole Bean Bags Set of 8 - Blue & Gray","Biss","Play Platoon","Amazon","17.95","17.95","10.8","8.8","1.8","32.0","inches","7.65","pounds","UsLargeStandardSize","USD","9.33","2.15","0.00","--","--","--","7.18"
"PL-PP-CH-RENB","X001ZIH00P","B07LGCLRVL","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Navy Blue","Sports","Play Platoon","Amazon","56.76","56.76","28.8","28.09","7.01","99.01","centimeters","3510.99","grams","Standard","CAD","24.26","8.51","0.00","--","--","--","15.75"
"PL-PP-CH-RENB","X001ZIH00P","B07LGCLRVL","Weather Resistant Cornhole Bean Bags Set of 8 - Red & Navy Blue","Biss","Play Platoon","Amazon","18.50","18.50","11.34","11.06","2.76","38.98","inches","7.74","pounds","UsLargeStandardSize","USD","9.40","2.22","0.00","--","--","--","7.18"
"PL-PP-CH-REYE","X001ZIGZ01","B07LGC3D1M","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Yellow","Sports","Play Platoon","Amazon","46.42","46.42","30.1","24.69","6.29","92.06","centimeters","3420.0","grams","Standard","CAD","22.71","6.96","0.00","--","--","--","15.75"
"PL-PP-CH-REYE","X001ZIGZ01","B07LGC3D1M","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Red & Yellow","Sports","Play Platoon","Amazon","15.95","15.95","11.85","9.72","2.48","36.24","inches","7.54","pounds","UsLargeStandardSize","USD","9.57","2.39","0.00","--","--","--","7.18"
"PL-PP-CH-ORBL","X001ZIGDCL","B07LG9QM4J","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Orange & Blue","Sports","Play Platoon","Amazon","40.39","40.39","30.91","24.69","8.51","97.31","centimeters","3619.98","grams","Standard","CAD","22.61","6.06","0.00","--","--","--","16.55"
"PL-PP-CH-ORBL","X001ZIGDCL","B07LG9QM4J","Weather Resistant Cornhole Bean Bags Set of 8 - Orange & Blue","Biss","Play Platoon","Amazon","20.50","20.50","12.17","9.72","3.35","38.31","inches","7.98","pounds","UsLargeStandardSize","USD","9.64","2.46","0.00","--","--","--","7.18"
"PL-PP-CH-NBYE","X001ZIF9HB","B07LGCYN27","Play Platoon Weather Resistant Cornhole Bean Bags Set of 8 - Navy Blue & Yellow","Sports","Play Platoon","Amazon","46.42","46.42","27.79","24.99","7.19","92.15","centimeters","3602.02","grams","Standard","CAD","23.51","6.96","0.00","--","--","--","16.55"
"PL-PP-CH-NBYE","X001ZIF9HB","B07LGCYN27","Weather Resistant Cornhole Bean Bags Set of 8 - Navy Blue & Yellow","Biss","Play Platoon","Amazon","17.49","17.49","10.94","9.84","2.83","36.28","inches","7.94","pounds","UsLargeStandardSize","USD","9.28","2.10","0.00","--","--","--","7.18"
"PL-IL-WD15X25PK1-SSP-FN","X001ZBFSAL","B07HM82MQ1","Outdoor Glass Beverage Dispenser with Sturdy Metal Base, Stainless Steel Spigot & Hanging Chalkboard - Drink Dispenser for Lemonade, Tea, Cold Water & More","Kitchen","Ilyapa","Amazon","43.99","43.99","14.6","7.9","7.8","46.0","inches","4.65","pounds","UsLargeStandardSize","USD","13.48","6.60","0.00","--","--","--","6.88"
"PL-IL-WD15X25PK1-SSP-NSD-FN","X001ZBFRNT","B07HMJZGMK","Outdoor Glass Beverage Dispenser with Stainless Steel Spigot, Handle & Hanging Chalkboard - Drink Dispenser for Lemonade, Tea, Cold Water & More","Kitchen","Ilyapa","Amazon","35.99","35.99","14.7","7.9","7.7","45.9","inches","4.77","pounds","UsLargeStandardSize","USD","12.28","5.40","0.00","--","--","--","6.88"
"PL-IL-MB21X30-CHR-FN","X001Z9VDAH","B07K8S8CPJ","Wooden A-Frame Sign with Eraser & Chalk - 21 x 30 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Stained Wood Sandwich Board Menu Display for Restaurant, Business or Wedding","Office Products","Ilyapa","Amazon","46.11","46.11","31.25","22.5","2.25","80.75","inches","8.95","pounds","UsSmallOversize","USD","19.76","6.92","0.00","--","--","--","12.84"
"PL-IL-MB21X30-BK-FN","X001Z9VD4D","B07K8TTT9T","Wooden A-Frame Sign with Eraser & Chalk - 21 x 30 Inches Magnetic Sidewalk Chalkboard – Sturdy Freestanding Black Sandwich Board Menu Display for Restaurant, Business or Wedding","Office Products","Ilyapa","Amazon","40.74","40.74","29.95","22.0","2.0","77.95","inches","8.75","pounds","UsSmallOversize","USD","18.19","6.11","0.00","--","--","--","12.08"
"PL-IFC-L14-104Y25-P4-FN","X001WEA3B5","B07G17LC7F","30 Amp Generator Cord - 25 Ft 4 Outlet Generator Power Cable with Organizer, L14-30, 10/4 SJTW, 125/250v, 7500 Watt","Home Improvement","Iron Forge Cable","Amazon","56.99","56.99","13.11","12.09","4.8","46.89","inches","8.51","pounds","UsLargeStandardSize","USD","16.03","8.55","0.00","--","--","--","7.48"
"PL-IFC-L5-103Y25-P3-FN","X001WE99X3","B07G1BF391","30 Amp Generator Cord - 25 Ft 3 Outlet Generator Power Cable with Organizer and Twist Lock, L5-30P, 10/3 SJTW, 125v, 3750 Watt","Home Improvement","Iron Forge Cable","Amazon","48.99","48.99","11.4","9.0","2.8","35.0","inches","7.25","pounds","UsLargeStandardSize","USD","14.53","7.35","0.00","--","--","--","7.18"
"PL-IFC-L14-104B20-FN","X001WB696L","B07G19ZKS4","30 Amp Generator Cord - L14-30 20 Ft Generator Power Cable with Organizer 10/4 SJTW, 125/250v, 7500 Watt","Home Improvement","Iron Forge Cable","Amazon","41.99","41.99","9.6","9.4","4.8","38.0","inches","9.75","pounds","UsLargeStandardSize","USD","14.08","6.30","0.00","--","--","--","7.78"
"PL-IFC-L14-104B10-FN","X001WB0YMB","B07G19W76G","30 Amp Generator Cord - L14-30 10 Ft Generator Power Cable with Organizer 10/4 SJTW, 125/250v, 7500 Watt","Home Improvement","Iron Forge Cable","Amazon","30.55","30.55","12.75","8.62","3.98","37.94","inches","3.57","pounds","UsLargeStandardSize","USD","10.56","4.58","0.00","--","--","--","5.98"
"PL-IFC-L14-104B40-FN","X001WB0UEX","B07G198GQS","30 Amp Generator Cord - L14-30 40 Ft Generator Power Cable with Organizer 10/4 SJTW, 125/250v, 7500 Watt","Home Improvement","Iron Forge Cable","Amazon","84.24","84.24","12.0","11.2","4.8","44.0","inches","20.45","pounds","UsSmallOversize","USD","28.90","12.64","0.00","--","--","--","16.26"
